minute,key,avg_5d,avg_10d
10:00:00,hlsz07-dot-v2_cb_test_SSE,118.08,116.75
10:15:00,hlsz07-dot-v2_cb_test_SSE,116.22,115.11
10:30:00,hlsz07-dot-v2_cb_test_SSE,116.40,115.64
10:45:00,hlsz07-dot-v2_cb_test_SSE,115.98,115.04
11:00:00,hlsz07-dot-v2_cb_test_SSE,117.82,116.75
11:15:00,hlsz07-dot-v2_cb_test_SSE,118.03,119.40
11:30:00,hlsz07-dot-v2_cb_test_SSE,122.89,127.32
13:00:00,hlsz07-dot-v2_cb_test_SSE,472.98,454.40
13:01:00,hlsz07-dot-v2_cb_test_SSE,222.44,222.60
13:02:00,hlsz07-dot-v2_cb_test_SSE,116.84,136.42
13:03:00,hlsz07-dot-v2_cb_test_SSE,116.82,135.35
13:04:00,hlsz07-dot-v2_cb_test_SSE,115.56,130.37
13:05:00,hlsz07-dot-v2_cb_test_SSE,114.64,129.26
13:15:00,hlsz07-dot-v2_cb_test_SSE,114.75,126.83
13:30:00,hlsz07-dot-v2_cb_test_SSE,112.78,125.54
13:45:00,hlsz07-dot-v2_cb_test_SSE,114.69,119.70
14:00:00,hlsz07-dot-v2_cb_test_SSE,112.88,117.38
14:15:00,hlsz07-dot-v2_cb_test_SSE,113.24,115.92
14:30:00,hlsz07-dot-v2_cb_test_SSE,112.88,114.48
14:45:00,hlsz07-dot-v2_cb_test_SSE,115.67,115.72
14:57:00,hlsz07-dot-v2_cb_test_SSE,5860.16,5685.71
14:58:00,hlsz07-dot-v2_cb_test_SSE,114.73,113.74
14:59:00,hlsz07-dot-v2_cb_test_SSE,117.51,115.32
15:00:00,hlsz07-dot-v2_cb_test_SSE,113.80,111.80
09:30:00,hlsz07-dot-v2_cb_test_SZSE,130.12,123.28
09:31:00,hlsz07-dot-v2_cb_test_SZSE,8105.75,6613.68
09:32:00,hlsz07-dot-v2_cb_test_SZSE,244.07,129.65
09:33:00,hlsz07-dot-v2_cb_test_SZSE,15.02,14.10
09:34:00,hlsz07-dot-v2_cb_test_SZSE,14.11,13.07
09:35:00,hlsz07-dot-v2_cb_test_SZSE,13.02,11.75
09:45:00,hlsz07-dot-v2_cb_test_SZSE,9.05,8.96
10:00:00,hlsz07-dot-v2_cb_test_SZSE,8.83,8.64
10:15:00,hlsz07-dot-v2_cb_test_SZSE,8.38,8.25
10:30:00,hlsz07-dot-v2_cb_test_SZSE,8.37,8.26
10:45:00,hlsz07-dot-v2_cb_test_SZSE,8.39,8.23
11:00:00,hlsz07-dot-v2_cb_test_SZSE,8.39,8.21
11:15:00,hlsz07-dot-v2_cb_test_SZSE,8.35,8.19
11:30:00,hlsz07-dot-v2_cb_test_SZSE,8.42,8.23
13:00:00,hlsz07-dot-v2_cb_test_SZSE,3722.01,3089.63
13:01:00,hlsz07-dot-v2_cb_test_SZSE,1446.72,1226.34
13:02:00,hlsz07-dot-v2_cb_test_SZSE,8.50,8.16
13:03:00,hlsz07-dot-v2_cb_test_SZSE,8.42,8.10
13:04:00,hlsz07-dot-v2_cb_test_SZSE,8.46,8.12
13:05:00,hlsz07-dot-v2_cb_test_SZSE,8.46,8.15
13:15:00,hlsz07-dot-v2_cb_test_SZSE,8.56,8.15
13:30:00,hlsz07-dot-v2_cb_test_SZSE,8.48,8.09
13:45:00,hlsz07-dot-v2_cb_test_SZSE,8.39,8.06
14:00:00,hlsz07-dot-v2_cb_test_SZSE,8.41,8.14
14:15:00,hlsz07-dot-v2_cb_test_SZSE,8.50,8.09
14:30:00,hlsz07-dot-v2_cb_test_SZSE,8.42,8.09
14:45:00,hlsz07-dot-v2_cb_test_SZSE,8.48,8.10
14:57:00,hlsz07-dot-v2_cb_test_SZSE,8.63,8.19
14:58:00,hlsz07-dot-v2_cb_test_SZSE,8.47,8.02
14:59:00,hlsz07-dot-v2_cb_test_SZSE,8.39,8.02
15:00:00,hlsz07-dot-v2_cb_test_SZSE,8.42,8.06
09:30:00,hlsz07-dot-v2_etf_SSE,194.59,195.14
09:31:00,hlsz07-dot-v2_etf_SSE,9161.63,9267.05
09:32:00,hlsz07-dot-v2_etf_SSE,20875.62,17945.26
09:33:00,hlsz07-dot-v2_etf_SSE,12965.25,8654.38
09:34:00,hlsz07-dot-v2_etf_SSE,4950.63,2635.90
09:35:00,hlsz07-dot-v2_etf_SSE,840.88,522.69
09:45:00,hlsz07-dot-v2_etf_SSE,203.56,199.32
10:00:00,hlsz07-dot-v2_etf_SSE,195.82,190.97
10:15:00,hlsz07-dot-v2_etf_SSE,189.00,184.13
10:30:00,hlsz07-dot-v2_etf_SSE,182.48,178.66
10:45:00,hlsz07-dot-v2_etf_SSE,177.03,173.03
11:00:00,hlsz07-dot-v2_etf_SSE,172.26,168.95
11:15:00,hlsz07-dot-v2_etf_SSE,168.38,164.71
11:30:00,hlsz07-dot-v2_etf_SSE,163.17,159.64
13:00:00,hlsz07-dot-v2_etf_SSE,1574.36,1516.51
13:01:00,hlsz07-dot-v2_etf_SSE,2264.77,2110.71
13:02:00,hlsz07-dot-v2_etf_SSE,145.38,142.99
13:03:00,hlsz07-dot-v2_etf_SSE,144.85,142.33
13:04:00,hlsz07-dot-v2_etf_SSE,144.68,142.29
13:05:00,hlsz07-dot-v2_etf_SSE,143.66,141.78
13:15:00,hlsz07-dot-v2_etf_SSE,143.62,139.98
13:30:00,hlsz07-dot-v2_etf_SSE,139.89,136.85
13:45:00,hlsz07-dot-v2_etf_SSE,139.38,136.02
14:00:00,hlsz07-dot-v2_etf_SSE,138.27,135.15
14:15:00,hlsz07-dot-v2_etf_SSE,137.64,135.03
14:30:00,hlsz07-dot-v2_etf_SSE,136.92,134.45
14:45:00,hlsz07-dot-v2_etf_SSE,138.26,136.03
14:57:00,hlsz07-dot-v2_etf_SSE,140.94,138.96
14:58:00,hlsz07-dot-v2_etf_SSE,130.67,129.83
14:59:00,hlsz07-dot-v2_etf_SSE,129.16,128.45
15:00:00,hlsz07-dot-v2_etf_SSE,129.44,128.64
09:30:00,hlsz07-dot-v2_etf_SZSE,119.30,120.97
09:31:00,hlsz07-dot-v2_etf_SZSE,8888.29,7312.78
09:32:00,hlsz07-dot-v2_etf_SZSE,178.98,96.70
09:33:00,hlsz07-dot-v2_etf_SZSE,14.71,13.74
09:34:00,hlsz07-dot-v2_etf_SZSE,13.79,12.67
09:35:00,hlsz07-dot-v2_etf_SZSE,12.72,11.42
09:45:00,hlsz07-dot-v2_etf_SZSE,8.95,8.84
10:00:00,hlsz07-dot-v2_etf_SZSE,8.67,8.54
10:15:00,hlsz07-dot-v2_etf_SZSE,8.46,8.34
10:30:00,hlsz07-dot-v2_etf_SZSE,8.53,8.41
10:45:00,hlsz07-dot-v2_etf_SZSE,8.43,8.29
11:00:00,hlsz07-dot-v2_etf_SZSE,8.46,8.29
11:15:00,hlsz07-dot-v2_etf_SZSE,8.47,8.26
11:30:00,hlsz07-dot-v2_etf_SZSE,8.46,8.21
13:00:00,hlsz07-dot-v2_etf_SZSE,3709.00,3214.22
13:01:00,hlsz07-dot-v2_etf_SZSE,1681.49,1436.73
13:02:00,hlsz07-dot-v2_etf_SZSE,8.60,8.27
13:03:00,hlsz07-dot-v2_etf_SZSE,8.53,8.21
13:04:00,hlsz07-dot-v2_etf_SZSE,8.55,8.21
13:05:00,hlsz07-dot-v2_etf_SZSE,8.57,8.23
13:15:00,hlsz07-dot-v2_etf_SZSE,8.61,8.25
13:30:00,hlsz07-dot-v2_etf_SZSE,8.55,8.18
13:45:00,hlsz07-dot-v2_etf_SZSE,8.47,8.16
14:00:00,hlsz07-dot-v2_etf_SZSE,8.48,8.15
14:15:00,hlsz07-dot-v2_etf_SZSE,8.54,8.15
14:30:00,hlsz07-dot-v2_etf_SZSE,8.56,8.17
14:45:00,hlsz07-dot-v2_etf_SZSE,8.55,8.18
14:57:00,hlsz07-dot-v2_etf_SZSE,8.65,8.22
14:58:00,hlsz07-dot-v2_etf_SZSE,8.49,8.12
14:59:00,hlsz07-dot-v2_etf_SZSE,8.39,7.93
15:00:00,hlsz07-dot-v2_etf_SZSE,8.40,7.98
09:30:00,hlsz08-dot-fast-index_highway_index_SSE,7.64,7.32
09:31:00,hlsz08-dot-fast-index_highway_index_SSE,2.76,2.62
09:32:00,hlsz08-dot-fast-index_highway_index_SSE,2.44,2.42
09:33:00,hlsz08-dot-fast-index_highway_index_SSE,2.40,2.50
09:34:00,hlsz08-dot-fast-index_highway_index_SSE,3.28,3.10
09:35:00,hlsz08-dot-fast-index_highway_index_SSE,2.64,2.76
09:45:00,hlsz08-dot-fast-index_highway_index_SSE,2.52,2.44
10:00:00,hlsz08-dot-fast-index_highway_index_SSE,1.92,1.98
10:15:00,hlsz08-dot-fast-index_highway_index_SSE,1.68,1.62
10:30:00,hlsz08-dot-fast-index_highway_index_SSE,1.36,1.52
10:45:00,hlsz08-dot-fast-index_highway_index_SSE,1.52,1.50
11:00:00,hlsz08-dot-fast-index_highway_index_SSE,1.68,1.48
11:15:00,hlsz08-dot-fast-index_highway_index_SSE,1.36,1.30
11:30:00,hlsz08-dot-fast-index_highway_index_SSE,1.24,1.26
13:00:00,hlsz08-dot-fast-index_highway_index_SSE,3.28,3.00
13:01:00,hlsz08-dot-fast-index_highway_index_SSE,1.96,2.02
13:02:00,hlsz08-dot-fast-index_highway_index_SSE,1.12,1.16
13:03:00,hlsz08-dot-fast-index_highway_index_SSE,1.20,1.26
13:04:00,hlsz08-dot-fast-index_highway_index_SSE,1.12,1.22
13:05:00,hlsz08-dot-fast-index_highway_index_SSE,1.12,1.12
13:15:00,hlsz08-dot-fast-index_highway_index_SSE,1.16,1.16
13:30:00,hlsz08-dot-fast-index_highway_index_SSE,1.28,1.20
13:45:00,hlsz08-dot-fast-index_highway_index_SSE,1.16,1.18
14:00:00,hlsz08-dot-fast-index_highway_index_SSE,1.12,1.10
14:15:00,hlsz08-dot-fast-index_highway_index_SSE,1.24,1.26
14:30:00,hlsz08-dot-fast-index_highway_index_SSE,1.08,1.18
14:45:00,hlsz08-dot-fast-index_highway_index_SSE,1.12,1.20
14:57:00,hlsz08-dot-fast-index_highway_index_SSE,1.20,1.34
14:58:00,hlsz08-dot-fast-index_highway_index_SSE,0.00,0.04
14:59:00,hlsz08-dot-fast-index_highway_index_SSE,0.00,0.17
09:30:00,hlsz08-dot-v2_a_SSE,185.91,185.35
09:31:00,hlsz08-dot-v2_a_SSE,9672.18,9701.08
09:32:00,hlsz08-dot-v2_a_SSE,20948.58,18232.45
09:33:00,hlsz08-dot-v2_a_SSE,13130.48,8706.39
09:34:00,hlsz08-dot-v2_a_SSE,5002.84,2675.27
09:35:00,hlsz08-dot-v2_a_SSE,921.67,565.42
09:45:00,hlsz08-dot-v2_a_SSE,208.18,204.40
10:00:00,hlsz08-dot-v2_a_SSE,200.75,196.62
10:15:00,hlsz08-dot-v2_a_SSE,192.63,189.39
10:30:00,hlsz08-dot-v2_a_SSE,186.83,183.19
10:45:00,hlsz08-dot-v2_a_SSE,179.55,177.17
11:00:00,hlsz08-dot-v2_a_SSE,176.23,172.59
11:15:00,hlsz08-dot-v2_a_SSE,170.89,168.08
11:30:00,hlsz08-dot-v2_a_SSE,166.62,163.75
13:00:00,hlsz08-dot-v2_a_SSE,1482.66,1443.85
13:01:00,hlsz08-dot-v2_a_SSE,2669.48,2525.60
13:02:00,hlsz08-dot-v2_a_SSE,147.71,145.04
13:03:00,hlsz08-dot-v2_a_SSE,146.69,143.67
13:04:00,hlsz08-dot-v2_a_SSE,146.17,143.69
13:05:00,hlsz08-dot-v2_a_SSE,144.93,142.69
13:15:00,hlsz08-dot-v2_a_SSE,144.63,140.71
13:30:00,hlsz08-dot-v2_a_SSE,140.02,136.97
13:45:00,hlsz08-dot-v2_a_SSE,139.20,135.36
14:00:00,hlsz08-dot-v2_a_SSE,137.33,134.80
14:15:00,hlsz08-dot-v2_a_SSE,137.40,135.31
14:30:00,hlsz08-dot-v2_a_SSE,137.07,134.58
14:45:00,hlsz08-dot-v2_a_SSE,138.04,136.28
14:57:00,hlsz08-dot-v2_a_SSE,142.17,141.50
14:58:00,hlsz08-dot-v2_a_SSE,140.78,139.97
09:30:00,hlsz08-dot-v2_a_SZSE,158.19,150.79
09:31:00,hlsz08-dot-v2_a_SZSE,8930.06,7374.05
09:32:00,hlsz08-dot-v2_a_SZSE,196.01,105.80
09:33:00,hlsz08-dot-v2_a_SZSE,15.32,14.43
09:34:00,hlsz08-dot-v2_a_SZSE,15.18,13.90
09:35:00,hlsz08-dot-v2_a_SZSE,13.20,12.28
09:45:00,hlsz08-dot-v2_a_SZSE,10.04,9.88
10:00:00,hlsz08-dot-v2_a_SZSE,9.82,9.93
10:15:00,hlsz08-dot-v2_a_SZSE,10.43,9.67
10:30:00,hlsz08-dot-v2_a_SZSE,9.35,9.42
10:45:00,hlsz08-dot-v2_a_SZSE,9.94,9.68
11:00:00,hlsz08-dot-v2_a_SZSE,10.32,9.76
11:15:00,hlsz08-dot-v2_a_SZSE,9.93,9.62
11:30:00,hlsz08-dot-v2_a_SZSE,9.32,9.13
13:00:00,hlsz08-dot-v2_a_SZSE,3459.82,3038.19
13:01:00,hlsz08-dot-v2_a_SZSE,2142.67,1885.07
13:02:00,hlsz08-dot-v2_a_SZSE,8.98,9.13
13:03:00,hlsz08-dot-v2_a_SZSE,9.28,9.29
13:04:00,hlsz08-dot-v2_a_SZSE,9.10,9.16
13:05:00,hlsz08-dot-v2_a_SZSE,9.15,9.17
13:15:00,hlsz08-dot-v2_a_SZSE,9.40,9.36
13:30:00,hlsz08-dot-v2_a_SZSE,9.18,8.80
13:45:00,hlsz08-dot-v2_a_SZSE,9.17,9.02
14:00:00,hlsz08-dot-v2_a_SZSE,9.82,9.45
14:15:00,hlsz08-dot-v2_a_SZSE,9.64,9.77
14:30:00,hlsz08-dot-v2_a_SZSE,9.54,9.32
14:45:00,hlsz08-dot-v2_a_SZSE,9.56,9.28
14:57:00,hlsz08-dot-v2_a_SZSE,10.01,10.03
14:58:00,hlsz08-dot-v2_a_SZSE,9.19,9.00
14:59:00,hlsz08-dot-v2_a_SZSE,9.13,8.72
15:00:00,hlsz08-dot-v2_a_SZSE,9.03,8.73
09:30:00,hlsz08-dot-v2_a_test_SSE,185.91,185.35
09:31:00,hlsz08-dot-v2_a_test_SSE,9672.18,9701.08
09:32:00,hlsz08-dot-v2_a_test_SSE,20948.58,18232.45
09:33:00,hlsz08-dot-v2_a_test_SSE,13130.48,8706.39
09:34:00,hlsz08-dot-v2_a_test_SSE,5002.84,2675.27
09:35:00,hlsz08-dot-v2_a_test_SSE,921.67,565.42
09:45:00,hlsz08-dot-v2_a_test_SSE,208.18,204.40
10:00:00,hlsz08-dot-v2_a_test_SSE,200.75,196.62
10:15:00,hlsz08-dot-v2_a_test_SSE,192.63,189.39
10:30:00,hlsz08-dot-v2_a_test_SSE,186.83,183.19
10:45:00,hlsz08-dot-v2_a_test_SSE,179.55,177.17
11:00:00,hlsz08-dot-v2_a_test_SSE,176.23,172.59
11:15:00,hlsz08-dot-v2_a_test_SSE,170.89,168.08
11:30:00,hlsz08-dot-v2_a_test_SSE,166.62,163.75
13:00:00,hlsz08-dot-v2_a_test_SSE,1482.66,1443.85
13:01:00,hlsz08-dot-v2_a_test_SSE,2669.48,2525.60
13:02:00,hlsz08-dot-v2_a_test_SSE,147.71,145.04
13:03:00,hlsz08-dot-v2_a_test_SSE,146.69,143.67
13:04:00,hlsz08-dot-v2_a_test_SSE,146.17,143.69
13:05:00,hlsz08-dot-v2_a_test_SSE,144.93,142.69
13:15:00,hlsz08-dot-v2_a_test_SSE,144.63,140.71
13:30:00,hlsz08-dot-v2_a_test_SSE,140.02,136.97
13:45:00,hlsz08-dot-v2_a_test_SSE,139.20,135.36
14:00:00,hlsz08-dot-v2_a_test_SSE,137.33,134.80
14:15:00,hlsz08-dot-v2_a_test_SSE,137.40,135.31
14:30:00,hlsz08-dot-v2_a_test_SSE,137.07,134.58
14:45:00,hlsz08-dot-v2_a_test_SSE,138.04,136.28
14:57:00,hlsz08-dot-v2_a_test_SSE,142.17,141.50
14:58:00,hlsz08-dot-v2_a_test_SSE,140.78,139.97
09:30:00,hlsz08-dot-v2_a_test_SZSE,158.19,150.79
09:31:00,hlsz08-dot-v2_a_test_SZSE,8930.06,7374.05
09:32:00,hlsz08-dot-v2_a_test_SZSE,196.01,105.80
09:33:00,hlsz08-dot-v2_a_test_SZSE,15.32,14.43
09:34:00,hlsz08-dot-v2_a_test_SZSE,15.18,13.90
09:35:00,hlsz08-dot-v2_a_test_SZSE,13.20,12.28
09:45:00,hlsz08-dot-v2_a_test_SZSE,10.04,9.88
10:00:00,hlsz08-dot-v2_a_test_SZSE,9.82,9.93
10:15:00,hlsz08-dot-v2_a_test_SZSE,10.43,9.67
10:30:00,hlsz08-dot-v2_a_test_SZSE,9.35,9.42
10:45:00,hlsz08-dot-v2_a_test_SZSE,9.94,9.68
11:00:00,hlsz08-dot-v2_a_test_SZSE,10.32,9.76
11:15:00,hlsz08-dot-v2_a_test_SZSE,9.93,9.62
11:30:00,hlsz08-dot-v2_a_test_SZSE,9.32,9.13
13:00:00,hlsz08-dot-v2_a_test_SZSE,3459.82,3038.19
13:01:00,hlsz08-dot-v2_a_test_SZSE,2142.67,1885.07
13:02:00,hlsz08-dot-v2_a_test_SZSE,8.98,9.13
13:03:00,hlsz08-dot-v2_a_test_SZSE,9.28,9.29
13:04:00,hlsz08-dot-v2_a_test_SZSE,9.10,9.16
13:05:00,hlsz08-dot-v2_a_test_SZSE,9.15,9.17
13:15:00,hlsz08-dot-v2_a_test_SZSE,9.40,9.36
13:30:00,hlsz08-dot-v2_a_test_SZSE,9.18,8.80
13:45:00,hlsz08-dot-v2_a_test_SZSE,9.17,9.02
14:00:00,hlsz08-dot-v2_a_test_SZSE,9.82,9.45
14:15:00,hlsz08-dot-v2_a_test_SZSE,9.64,9.77
14:30:00,hlsz08-dot-v2_a_test_SZSE,9.54,9.32
14:45:00,hlsz08-dot-v2_a_test_SZSE,9.56,9.28
14:57:00,hlsz08-dot-v2_a_test_SZSE,10.01,10.03
14:58:00,hlsz08-dot-v2_a_test_SZSE,9.19,9.00
14:59:00,hlsz08-dot-v2_a_test_SZSE,9.13,8.72
15:00:00,hlsz08-dot-v2_a_test_SZSE,9.03,8.73
09:30:00,hlsz08-dot-v2_cb_SSE,173.83,159.14
09:31:00,hlsz08-dot-v2_cb_SSE,291.95,283.51
09:32:00,hlsz08-dot-v2_cb_SSE,134.52,129.86
09:33:00,hlsz08-dot-v2_cb_SSE,127.04,124.99
09:34:00,hlsz08-dot-v2_cb_SSE,127.05,124.22
09:35:00,hlsz08-dot-v2_cb_SSE,123.67,120.96
09:45:00,hlsz08-dot-v2_cb_SSE,119.03,118.53
10:00:00,hlsz08-dot-v2_cb_SSE,118.80,117.75
10:15:00,hlsz08-dot-v2_cb_SSE,117.32,115.59
10:30:00,hlsz08-dot-v2_cb_SSE,116.93,116.36
10:45:00,hlsz08-dot-v2_cb_SSE,116.96,115.76
11:00:00,hlsz08-dot-v2_cb_SSE,118.73,117.82
11:15:00,hlsz08-dot-v2_cb_SSE,118.96,120.45
11:30:00,hlsz08-dot-v2_cb_SSE,122.92,127.64
13:00:00,hlsz08-dot-v2_cb_SSE,490.75,539.61
13:01:00,hlsz08-dot-v2_cb_SSE,223.08,343.84
13:02:00,hlsz08-dot-v2_cb_SSE,116.94,136.89
13:03:00,hlsz08-dot-v2_cb_SSE,117.32,135.53
13:04:00,hlsz08-dot-v2_cb_SSE,115.55,130.35
13:05:00,hlsz08-dot-v2_cb_SSE,114.69,129.47
13:15:00,hlsz08-dot-v2_cb_SSE,115.62,128.30
13:30:00,hlsz08-dot-v2_cb_SSE,113.10,125.82
13:45:00,hlsz08-dot-v2_cb_SSE,115.17,120.20
14:00:00,hlsz08-dot-v2_cb_SSE,114.40,118.88
14:15:00,hlsz08-dot-v2_cb_SSE,114.11,117.03
14:30:00,hlsz08-dot-v2_cb_SSE,113.52,115.34
14:45:00,hlsz08-dot-v2_cb_SSE,116.11,116.36
14:57:00,hlsz08-dot-v2_cb_SSE,5924.36,5857.52
14:58:00,hlsz08-dot-v2_cb_SSE,115.40,114.67
14:59:00,hlsz08-dot-v2_cb_SSE,118.08,115.97
15:00:00,hlsz08-dot-v2_cb_SSE,114.36,112.36
09:30:00,hlsz08-dot-v2_cb_SZSE,131.92,125.44
09:31:00,hlsz08-dot-v2_cb_SZSE,8100.29,6611.50
09:32:00,hlsz08-dot-v2_cb_SZSE,242.68,129.42
09:33:00,hlsz08-dot-v2_cb_SZSE,15.63,14.76
09:34:00,hlsz08-dot-v2_cb_SZSE,15.65,14.36
09:35:00,hlsz08-dot-v2_cb_SZSE,13.62,12.60
09:45:00,hlsz08-dot-v2_cb_SZSE,10.20,10.03
10:00:00,hlsz08-dot-v2_cb_SZSE,9.84,9.87
10:15:00,hlsz08-dot-v2_cb_SZSE,10.01,9.57
10:30:00,hlsz08-dot-v2_cb_SZSE,9.09,9.21
10:45:00,hlsz08-dot-v2_cb_SZSE,10.40,9.72
11:00:00,hlsz08-dot-v2_cb_SZSE,10.40,9.72
11:15:00,hlsz08-dot-v2_cb_SZSE,10.19,10.15
11:30:00,hlsz08-dot-v2_cb_SZSE,9.34,9.37
13:00:00,hlsz08-dot-v2_cb_SZSE,3469.53,2934.37
13:01:00,hlsz08-dot-v2_cb_SZSE,1454.49,1237.06
13:02:00,hlsz08-dot-v2_cb_SZSE,9.08,9.17
13:03:00,hlsz08-dot-v2_cb_SZSE,9.59,9.59
13:04:00,hlsz08-dot-v2_cb_SZSE,9.56,9.53
13:05:00,hlsz08-dot-v2_cb_SZSE,9.39,9.32
13:15:00,hlsz08-dot-v2_cb_SZSE,9.76,9.68
13:30:00,hlsz08-dot-v2_cb_SZSE,9.37,9.00
13:45:00,hlsz08-dot-v2_cb_SZSE,9.17,9.09
14:00:00,hlsz08-dot-v2_cb_SZSE,9.63,9.34
14:15:00,hlsz08-dot-v2_cb_SZSE,9.50,9.47
14:30:00,hlsz08-dot-v2_cb_SZSE,10.04,9.43
14:45:00,hlsz08-dot-v2_cb_SZSE,9.75,9.33
14:57:00,hlsz08-dot-v2_cb_SZSE,10.01,9.96
14:58:00,hlsz08-dot-v2_cb_SZSE,9.43,9.00
14:59:00,hlsz08-dot-v2_cb_SZSE,9.07,8.88
15:00:00,hlsz08-dot-v2_cb_SZSE,8.87,8.58
09:30:00,hlsz08-dot-v2_cb_test_SSE,173.83,159.14
09:31:00,hlsz08-dot-v2_cb_test_SSE,291.95,283.51
09:32:00,hlsz08-dot-v2_cb_test_SSE,134.52,129.86
09:33:00,hlsz08-dot-v2_cb_test_SSE,127.04,124.99
09:34:00,hlsz08-dot-v2_cb_test_SSE,127.05,124.22
09:35:00,hlsz08-dot-v2_cb_test_SSE,123.67,120.96
09:45:00,hlsz08-dot-v2_cb_test_SSE,119.03,118.53
10:00:00,hlsz08-dot-v2_cb_test_SSE,118.80,117.75
10:15:00,hlsz08-dot-v2_cb_test_SSE,117.32,115.59
10:30:00,hlsz08-dot-v2_cb_test_SSE,116.93,116.36
10:45:00,hlsz08-dot-v2_cb_test_SSE,116.96,115.76
11:00:00,hlsz08-dot-v2_cb_test_SSE,118.73,117.82
11:15:00,hlsz08-dot-v2_cb_test_SSE,118.96,120.45
11:30:00,hlsz08-dot-v2_cb_test_SSE,122.92,127.64
13:00:00,hlsz08-dot-v2_cb_test_SSE,490.75,539.61
13:01:00,hlsz08-dot-v2_cb_test_SSE,223.08,343.84
13:02:00,hlsz08-dot-v2_cb_test_SSE,116.94,136.89
13:03:00,hlsz08-dot-v2_cb_test_SSE,117.32,135.53
13:04:00,hlsz08-dot-v2_cb_test_SSE,115.55,130.35
13:05:00,hlsz08-dot-v2_cb_test_SSE,114.69,129.47
13:15:00,hlsz08-dot-v2_cb_test_SSE,115.62,128.30
13:30:00,hlsz08-dot-v2_cb_test_SSE,113.10,125.82
13:45:00,hlsz08-dot-v2_cb_test_SSE,115.17,120.20
14:00:00,hlsz08-dot-v2_cb_test_SSE,114.40,118.88
14:15:00,hlsz08-dot-v2_cb_test_SSE,114.11,117.03
14:30:00,hlsz08-dot-v2_cb_test_SSE,113.52,115.34
14:45:00,hlsz08-dot-v2_cb_test_SSE,116.11,116.36
14:57:00,hlsz08-dot-v2_cb_test_SSE,5924.36,5857.52
14:58:00,hlsz08-dot-v2_cb_test_SSE,115.40,114.67
14:59:00,hlsz08-dot-v2_cb_test_SSE,118.08,115.97
15:00:00,hlsz08-dot-v2_cb_test_SSE,114.36,112.36
09:30:00,hlsz08-dot-v2_cb_test_SZSE,131.92,125.44
09:31:00,hlsz08-dot-v2_cb_test_SZSE,8100.29,6611.50
09:32:00,hlsz08-dot-v2_cb_test_SZSE,242.68,129.42
09:33:00,hlsz08-dot-v2_cb_test_SZSE,15.63,14.76
09:34:00,hlsz08-dot-v2_cb_test_SZSE,15.65,14.36
09:35:00,hlsz08-dot-v2_cb_test_SZSE,13.62,12.60
09:45:00,hlsz08-dot-v2_cb_test_SZSE,10.20,10.03
10:00:00,hlsz08-dot-v2_cb_test_SZSE,9.84,9.87
10:15:00,hlsz08-dot-v2_cb_test_SZSE,10.01,9.57
10:30:00,hlsz08-dot-v2_cb_test_SZSE,9.09,9.21
10:45:00,hlsz08-dot-v2_cb_test_SZSE,10.40,9.72
11:00:00,hlsz08-dot-v2_cb_test_SZSE,10.40,9.72
11:15:00,hlsz08-dot-v2_cb_test_SZSE,10.19,10.15
11:30:00,hlsz08-dot-v2_cb_test_SZSE,9.34,9.37
13:00:00,hlsz08-dot-v2_cb_test_SZSE,3469.53,2934.37
13:01:00,hlsz08-dot-v2_cb_test_SZSE,1454.49,1237.06
13:02:00,hlsz08-dot-v2_cb_test_SZSE,9.08,9.17
13:03:00,hlsz08-dot-v2_cb_test_SZSE,9.59,9.59
13:04:00,hlsz08-dot-v2_cb_test_SZSE,9.56,9.53
13:05:00,hlsz08-dot-v2_cb_test_SZSE,9.39,9.32
13:15:00,hlsz08-dot-v2_cb_test_SZSE,9.76,9.68
13:30:00,hlsz08-dot-v2_cb_test_SZSE,9.37,9.00
13:45:00,hlsz08-dot-v2_cb_test_SZSE,9.17,9.09
14:00:00,hlsz08-dot-v2_cb_test_SZSE,9.63,9.34
14:15:00,hlsz08-dot-v2_cb_test_SZSE,9.50,9.47
14:30:00,hlsz08-dot-v2_cb_test_SZSE,10.04,9.43
14:45:00,hlsz08-dot-v2_cb_test_SZSE,9.75,9.33
14:57:00,hlsz08-dot-v2_cb_test_SZSE,10.01,9.96
14:58:00,hlsz08-dot-v2_cb_test_SZSE,9.43,9.00
14:59:00,hlsz08-dot-v2_cb_test_SZSE,9.07,8.88
15:00:00,hlsz08-dot-v2_cb_test_SZSE,8.87,8.58
09:30:00,hlsz08-dot-v2_etf_SSE,185.22,185.02
09:31:00,hlsz08-dot-v2_etf_SSE,9169.13,9272.79
09:32:00,hlsz08-dot-v2_etf_SSE,20876.18,18003.06
09:33:00,hlsz08-dot-v2_etf_SSE,12938.05,8634.07
09:34:00,hlsz08-dot-v2_etf_SSE,4940.67,2631.00
09:35:00,hlsz08-dot-v2_etf_SSE,951.69,578.21
09:45:00,hlsz08-dot-v2_etf_SSE,203.38,199.46
10:00:00,hlsz08-dot-v2_etf_SSE,195.80,191.14
10:15:00,hlsz08-dot-v2_etf_SSE,189.47,184.20
10:30:00,hlsz08-dot-v2_etf_SSE,182.75,179.23
10:45:00,hlsz08-dot-v2_etf_SSE,177.28,173.59
11:00:00,hlsz08-dot-v2_etf_SSE,173.49,169.81
11:15:00,hlsz08-dot-v2_etf_SSE,169.07,165.19
