Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
hlsh01-nsq and gfex,10475.87,13503.22,10735.64,11399.13,11915.25,11876.65,12105.69,13037.67,22206.95,360.94,15829.94,18468.15,16135.17,22283.14,no data,no data,no data,no data,no data,no data,no data,20950.92,30484.89,33904.84,39530.83,39328.26,41189.69,46541.94,49814.05,56532.64,54826.28
hlzz01-nsq,10337.12,13513.5,10946.22,11545.06,11970.49,11903.39,12563.25,13091.75,22947.15,312.63,15837.31,19276.08,16434.44,23137.31,no data,no data,no data,no data,no data,no data,no data,no data,31808.97,34128.58,41424.69,40871.07,42352.68,47501.35,50662.08,57454.31,57113.84
