Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
depth01-dot-v2,245.72,328.21,124.79,122.54,128.02,118.56,118.5,107.41,109.17,108.45,108.92,107.78,102.97,107.81,302.73,159.58,110.68,106.1,107.72,106.98,103.99,104.44,103.99,109.65,110.96,110.84,112.57,107.6,106.87,106.56,104.74
dongfangsz02-dot-v2,104.86,406.49,180.89,171.37,173.01,171.57,175.2,165.02,168.48,174.19,172.42,176.63,194.11,178.25,538.69,257.09,191.64,184.16,188.3,189.22,182.91,187.41,187.77,194.52,192.93,198.99,203.29,185.58,187.07,195.03,182.69
ft100-dot-v2,61.09,330.94,125.12,123.13,128.49,118.87,119.45,109.02,110.56,109.51,109.21,107.9,103.78,106.79,345.69,158.62,109.66,105.56,106.88,106.81,103.54,104.38,104.23,108.98,110.86,110.9,112.46,107.45,106.87,106.36,105.43
ft11-dot-v2,62.96,330.27,126.1,124.27,129.64,119.72,120.5,109.85,111.22,110.01,110.18,108.89,103.95,108.12,304.04,159.25,110.37,105.93,107.54,106.88,104.13,104.95,104.98,110.51,111.65,111.88,113.44,108.51,108.01,107.66,105.96
gfsz01-dot-v2,76.92,344.97,140.99,136.41,143.15,132.47,135.54,121.23,122.44,121.09,121.36,120.23,115.17,118.75,455.87,196.38,121.06,116.89,118.56,117.95,114.96,115.76,115.87,121.09,122.67,122.91,125.13,120.16,119.29,118.66,116.87
guoxinsz03-dot-v2,68.89,336.41,132.79,130.97,135.95,126.92,127.38,117.17,118.45,117.48,117.94,116.65,111.66,115.66,306.51,165.78,117.31,112.58,114.37,113.63,110.7,111.85,111.66,117.13,118.61,118.68,120.19,115.48,114.86,114.5,112.72
guoxinsz03-dot-v5,69.42,337.14,133.89,131.38,136.6,127.26,127.85,117.44,118.67,117.69,118.05,116.77,111.92,115.77,306.1,166.3,117.71,112.82,114.68,113.79,110.89,112.05,112.2,117.46,118.93,118.93,120.37,115.67,115.05,114.57,112.69
guoxinsz04-dot-v2,69.08,338.41,133.1,131.2,136.21,126.74,127.5,117.17,118.7,117.68,117.99,116.62,112.65,115.75,347.27,165.89,117.41,112.94,114.49,114.27,110.83,111.93,111.88,116.64,118.89,118.93,120.44,115.85,114.97,114.41,113.37
guoxinsz04-dot-v5,69.67,338.82,134.41,131.53,136.71,127.29,127.86,117.42,118.89,117.82,118.11,116.86,112.2,115.98,348.62,166.49,117.72,113.14,114.78,114.47,111.03,112.19,112.12,116.82,119.18,119.23,121.14,116.07,115.21,114.46,112.98
guoxinsz05-dot-v2,65.43,337.09,131.12,129.79,134.55,125.53,125.91,116.38,117.9,116.83,117.1,115.95,112.14,115.11,379.74,165.16,116.78,112.17,113.95,113.14,110.32,111.38,111.25,116.02,117.74,118.21,120.24,115.09,114.61,113.92,112.24
guoxinsz05-dot-v5,65.56,337.68,131.63,130.14,135.03,126.07,126.25,116.51,118.08,116.98,117.22,116.05,112.32,115.18,380.44,165.54,116.93,112.31,114.08,113.24,110.45,111.53,111.36,116.13,118.14,118.4,120.36,115.3,114.75,113.96,112.3
hb01-v16,50.53,299.64,125.74,122.73,128.23,118.15,119.5,108.07,110.53,110.06,109.2,107.66,104.81,107.9,457.97,152.07,109.94,105.75,106.85,106.99,103.55,104.21,103.27,107.99,109.15,109.97,109.32,107.18,106.26,105.8,104.09
hb02-dot-v2,247.7,325.6,123.6,121.26,126.65,117.04,117.99,107.4,109.23,108.07,108.18,106.87,101.82,106.47,280.77,156.48,107.77,103.95,105.01,104.43,101.14,102.45,102.35,107.88,109.01,109.04,110.62,105.86,105.43,104.64,103.17
hb04-dot-v2,59.64,328.08,125.08,121.87,127.74,117.32,119.24,107.95,109.79,108.29,108.64,107.19,102.54,106.72,316.11,159.38,108.4,103.75,105.83,104.99,102.21,102.96,103.07,108.34,109.83,110.08,111.41,106.11,106.03,104.11,103.37
hb04-dot-v5,61.5,328.42,124.25,121.8,126.86,116.64,118.63,107.92,109.81,108.86,108.93,107.54,103.31,106.62,309.75,159.29,108.71,104.14,106.1,105.45,102.32,103.11,103.18,108.55,110.19,110.1,111.94,106.15,106.1,104.1,103.46
hb08-dot-v2,56.62,326.77,120.65,120.02,124.41,115.65,115.92,106.52,108.08,107.06,107.34,106.25,102.04,105.33,343.52,154.89,106.94,102.54,104.15,104.04,100.8,101.54,101.71,105.92,108.34,108.37,109.89,105.25,104.77,104.21,102.83
hb09-dot-v2,56.28,325.44,120.56,119.81,124.35,115.25,116.04,106.56,107.9,107.11,107.27,106.14,101.08,105.25,306.71,155.28,106.88,102.35,104.08,103.42,100.64,101.35,101.41,106.67,108.04,108.28,110.16,105.05,104.66,104.21,102.62
