Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
huataisz04-dot-v2,197.26,9640.63,24664.55,18430.63,1969.22,222.18,206.59,201.71,188.99,188.16,180.72,176.17,169.04,166.21,1178.5,3827.07,150.06,148.47,150.53,149.89,150.47,137.77,138.73,131.66,134.83,135.87,133.23,138.13,136.04,no data,no data
huataisz05-dot-v2,214.31,9681.83,24684.66,18401.42,1960.93,221.44,206.07,201.56,188.9,188.14,180.22,176.15,168.73,165.98,1081.87,3821.39,149.93,148.24,150.44,149.67,150.22,137.37,138.57,131.4,134.55,135.68,133.18,137.95,135.86,no data,no data
huataisz06-dot-v2,212.28,9676.75,24680.8,18409.41,1969.08,222.11,205.63,201.04,188.4,187.66,179.82,175.65,168.38,165.57,1131.8,3818.17,149.46,147.9,150.02,149.4,149.78,137.11,138.34,131.24,134.28,135.54,132.79,137.56,135.5,no data,no data
huaxinsh02-dot-v2,161.24,9635.69,24662.04,18490.64,2007.14,232.52,203.29,202.45,196.51,193.15,191.95,191.17,189.21,186.67,714.56,4685.68,197.08,196.38,198.85,196.95,197.5,189.56,189.31,183.6,190.48,191.79,189.32,197.16,193,no data,no data
huaxinsh02-dot-v5,161.88,9635.88,24663.72,18481.4,2009.23,236.83,204.51,203.54,197.58,194.18,192.89,192.04,190.14,187.49,719.81,4731.93,198,197.05,199.85,197.94,198.63,190.56,190.14,184.44,191.39,192.71,190.41,198.51,194.37,no data,no data
huaxinsh03-dot-v2,158.38,9631.31,24649.43,18541.98,2035.43,220.27,203.68,202.62,196.94,193.58,192.44,191.66,189.64,187.26,803.83,3880.46,197.43,196.63,199.41,197.49,198.03,190.09,189.8,184.13,190.97,192.35,189.74,197.73,193.79,no data,no data
huaxinsh04-dot-v2,184.41,9665.72,24684.57,18406.99,1965.43,217.8,202.6,202.13,196.62,193.29,192.02,191.51,189.25,186.76,1154.28,3889.15,196.74,196.15,198.86,196.76,197.05,189.73,188.96,183.7,190.57,191.54,189.37,196.87,193.06,no data,no data
huaxinsh04-dot-v5,184.04,9662.53,24684.72,18420.69,1970.73,219.19,203.79,203.28,197.58,194.17,192.76,192.26,189.95,187.41,1131.32,3894.11,197.64,196.98,199.85,197.77,198.13,190.61,189.86,184.4,191.34,192.36,190.37,198.15,194.24,no data,no data
huaxinsh05-dot-v2,164.44,9639.62,24669.12,18474.46,2002.7,219.19,203.15,202.17,196.52,193.21,191.85,191.32,189.22,186.78,959.62,3871.96,197.04,196.38,198.81,196.98,197.49,189.7,189.39,183.8,190.63,191.9,189.46,197.19,193.59,no data,no data
huaxinsh05-dot-v5,164.65,9639.85,24664.93,18478.86,2004.11,220.49,204.48,203.43,197.61,194.25,192.78,192.27,190.17,187.55,943.48,3874.88,198.06,197.27,199.85,198.03,198.6,190.75,190.34,184.64,191.46,192.95,190.49,198.43,194.33,no data,no data
huaxinsz03-dot-v2,304.91,9633.69,24643.65,18493.4,2000.72,224.78,208.35,202.68,189.02,187.9,180.35,175.98,168.59,166,748.76,3811.49,150.15,148.24,150.64,150.02,150.75,137.15,138.67,131.68,134.54,135.86,133.04,138.07,135.75,no data,no data
huaxinsz04-dot-v2,205.04,9643.76,24649.85,18474.23,1979.82,224.97,208.71,203.15,189.35,188.13,180.32,175.89,168.87,166,1230.44,3824.27,150.35,148.49,150.86,150.16,150.71,137.41,138.68,131.43,134.55,135.76,132.98,138.34,136.31,no data,no data
huaxinsz05-dot-v2,174.75,9643.56,24659.63,18431.62,1967.55,223.48,207.35,201.86,188.35,187.48,179.81,175.58,168.18,165.51,870.82,3803.42,149.71,147.98,150.18,149.44,150.18,136.87,138.36,131.32,134.23,135.53,132.75,137.59,135.31,no data,no data
