Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
depth01-v2_quotation,3228.39,2494.11,2592.61,2778.79,2769.84,3117.28,2478.64,2653.78,2302.22,2924.34,2435.41,3549.63,2360.59,2919.13,3684,2389.95,2629.56,2484.34,2437.18,2384.69,3155.75,2362.95,2584.28,2553.99,2440.41,2887.95,2410.15,3009.35,3088.96,3100.02,3037.82
ft11-v2_quotation,3230.18,2495.66,2594.16,2780.4,2771.43,3118.8,2430.93,2656.38,2304.59,2926.05,2435.84,3549.29,2360.3,2918.48,3683.73,2394.99,2621.53,2490.06,2434.13,2389.54,3164,2363.78,2584.43,2558.67,2422.28,2888.2,2412.04,3010.21,3089.83,3100.93,3042.55
hlsz11-v2_quotation,1663.94,1405.3,1381.69,1456.04,1436.74,1515.72,1370.86,1388.39,1533.14,1497.93,1357.6,1240.11,1372.53,1409.61,1461.77,1405.24,1308.2,1341.48,1380.5,1412.55,1489.64,1327.58,1397.99,1555.8,1331.49,1511.34,1340.56,1604.66,1404.11,1278.64,1288.53
huatai01-v2_quotation,3226.78,2492.68,2591.47,2777.64,2768.6,3115.95,2428.52,2653.75,2302.05,2923.64,2433.64,3547.24,2357.85,2916.23,3681.48,2393,2619.42,2487.83,2431.95,2387.41,3161.61,2361.63,2582.32,2556.29,2419.95,2885.96,2409.78,3007.53,3087.2,3098.29,3039.93
huatai05-v2_quotation,3226.56,2492.1,2590.85,2777.29,2768.32,3115.61,2428.26,2653.56,2301.85,2923.46,2433.45,3547.03,2357.64,2916.11,3681.29,2392.6,2619.17,2487.59,2431.75,2387.13,3161.46,2361.32,2582.1,2556.07,2419.73,2885.74,2409.54,3007.29,3087.04,3098.05,3039.73
huatai09-v2_quotation,3226.78,2492.73,2591.49,2777.68,2768.65,3115.96,2434.96,2653.78,2302.07,2923.65,2433.64,3547.25,2357.88,2916.24,3681.49,2393.05,2619.44,2487.82,2431.99,2387.44,3161.64,2361.6,2582.31,2556.29,2431.91,2885.97,2409.79,3007.57,3087.23,3098.3,3039.95
huatai12-v2_quotation,3226.8,2492.73,2591.49,2777.67,2768.64,3115.96,2428.53,2653.78,2302.06,2923.61,2433.65,3547.28,2357.87,2916.22,3681.51,2393.01,2619.44,2487.83,2432,2387.41,3161.63,2361.6,2582.3,2556.27,2419.98,2885.97,2409.78,3007.58,3087.2,3098.29,3039.91
huataisz05-v2_quotation,1662.95,1404.34,1380.81,1455.14,1435.8,1514.72,1370.23,1387.7,1532.2,1497.16,1356.55,1241.45,1374.9,1403.7,1383.61,1404.61,1307.58,1340.76,1379.83,1411.31,1488.81,1327.49,1397.23,1556.67,1330.58,1519.32,1339.33,1602.32,1423.85,1277.77,1287.63
