Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
depth01-v2_quotation,2310.05,2527.35,2849.87,2425.57,2152.03,2231.97,2339.42,2483.41,2505.96,1955.27,2376.25,2118.09,2396.65,2367.72,3027.47,2502.69,2434.88,2505.55,2373.76,2430.95,1826.85,2341.56,2426.62,2489.09,2423.81,2093.44,2293.86,1911.78,1728.53,2001.89,1685.3
ft11-v2_quotation,2311.66,2528.82,2851.39,2427.11,2148.65,2236.61,2343.92,2495.04,2509.68,1974.81,2377.65,2119.51,2396.7,2366.92,3023.98,2504.28,2432.78,2503.39,2380.2,2430.96,1827.13,2351.42,2427.24,2488.2,2424.47,2094.74,2294.95,1912.92,1654.72,2073.77,1706.79
hlsz11-v2_quotation,1890.23,1969.81,1439.92,1220.83,1033.71,1007.52,1199.37,991.08,1229.23,1030.33,1398.55,974.98,1245,1075.33,1309.62,1089.43,1006.63,1025.2,1069.04,1119.06,1513.62,1138.57,976.03,1345.24,939.71,1255.04,1075.23,1585.31,1594.95,1458.51,1290.21
huatai01-v2_quotation,2308.9,2525.87,2848.85,2424.36,2145.84,2233.82,2341.61,2492.41,2507.51,1972.53,2375.66,2116.94,2394.41,2365.35,3021.2,2501.47,2430.01,2500.51,2377.34,2428.05,1823.1,2348.43,2424.35,2485.44,2430.59,2091.73,2292.01,1912.12,1651.77,2070.78,1703.82
huatai05-v2_quotation,2308.66,2525.22,2848.28,2423.91,2145.14,2233.41,2340.95,2492.19,2507.15,1972.34,2375.38,2116.75,2394.29,2365.14,3020.84,2501.04,2429.81,2500.07,2377.49,2427.83,1822.9,2348.25,2424.14,2485,2430.34,2091.56,2291.78,1915,1651.57,2070.67,1703.61
huatai09-v2_quotation,2308.92,2525.89,2848.91,2424.4,2145.89,2233.88,2341.62,2491.19,2503.33,1954.67,2375.58,2117.03,2395.08,2364.96,3021.21,2501.49,2429.99,2501.81,2375.98,2428.09,1824.32,2349.06,2424.75,2486.91,2421.71,2091.77,2292.04,1910,1651.81,2070.82,1703.84
huatai12-v2_quotation,2308.94,2525.89,2848.89,2424.37,2145.87,2233.87,2341.62,2492.42,2507.51,1972.56,2375.68,2116.97,2394.54,2365.02,3021.24,2501.49,2429.98,2500.65,2377.37,2428.25,1824.3,2348.39,2424.36,2485.43,2426.71,2091.76,2292.02,1909.95,1651.78,2070.79,1703.82
huataisz05-v2_quotation,1877.03,1969.04,1439.08,1219.97,1032.81,1006.7,1198.8,990.4,1228.45,1029.43,1397.76,974.18,1244.28,1074.6,1254.59,1088.64,1005.6,1024.29,1068.15,1118.14,1512.87,1137.76,975.29,1344.47,938.89,1253.43,1074.27,1584.4,1594.11,1457.7,1289.45
