Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
htsz01-dot-v2,no data,no data,no data,no data,no data,no data,no data,126.78,121.86,121.68,120.12,119.11,119.05,115.01,1494.11,1862.06,118.56,117.9,117.1,114.07,118.26,113.14,115.75,111.98,112.79,114.28,118.94,10943.99,119.02,123.93,117.96
htsz02-dot-v2,247.12,276.92,180.21,148.25,149.65,139.37,130.09,127.9,122.22,121.94,120.23,119.33,119.9,115.86,525.5,232.95,118.76,117.86,117.73,114.41,117.97,113.47,116.07,112.72,112.62,114.76,119.23,10046.46,119.97,124.92,118.87
htsz05-dot-v2,no data,no data,no data,no data,no data,no data,no data,127.17,122.25,122.09,120.27,119.22,119.51,115.61,1428.2,1840.26,118.74,118.04,118.17,114.59,118.99,113.54,115.9,112.28,113.02,114.39,119.43,11851.95,119.48,124.62,118.52
htsz06-dot-v2,no data,no data,no data,no data,no data,no data,no data,126.79,122.14,121.5,120.18,119.06,119.03,115.61,888.39,1834.05,118.46,117.94,117.3,114.05,118.2,113.16,115.58,112.11,112.86,114.27,119.53,18599.32,118.14,124.21,118.76
huatai01-dot-v2,277.74,263.86,162.57,130.02,133.3,123.76,114.63,113.09,108.45,108.46,106.39,105.88,106.05,101.73,519.99,215.32,104,103.81,103.39,100.2,103.83,99.43,101.73,98.11,98.6,100.84,105.64,15413.6,103.62,109.6,104.13
huatai02-dot-v2,951.06,282.35,170.88,136.84,139.54,127.14,115.75,113.8,108.93,109.28,107.43,106.53,106.69,102.38,600.28,220.62,105.56,104.86,103.96,101.2,105.02,100.09,102.83,98.99,99.6,101.35,106.07,10933,105.18,110.28,103.95
huatai03-dot-v2,989.74,282.06,171.08,137.05,139.81,126.72,116.07,114.32,109.59,109.3,107.49,106.71,106.84,102.42,536.59,222.02,105.78,105.06,104.33,101.28,105.18,100.36,102.97,99.27,100.01,101.71,106.57,14864.15,104.74,110.45,104.8
huatai03-dot-v2_xuxin,190.16,261.69,160.88,128.79,132.08,122.99,113.64,112.53,107.56,106.87,105.47,104.64,104.66,100.19,516.22,213.3,102.54,102.42,101.88,98.82,102.52,98.59,100.78,97.09,97.65,99.68,104.88,15044.8,103.4,109.61,104.09
huatai03-dot-v5_xuxin,189.94,262.24,161.8,129.54,132.57,123.33,114.1,112.61,107.7,107.05,105.73,104.82,104.84,100.34,516.46,213.49,102.84,102.46,102.12,98.9,102.74,98.82,101.08,97.21,97.88,99.79,105.03,15044.85,103.58,109.69,104.09
huatai05-dot-v2,873.99,270.85,168.2,134.6,137.26,125.47,115.13,113.79,109.05,108.96,106.6,106.25,106.3,102.06,519.07,219.71,104.99,104.35,103.89,100.73,104.55,99.8,102.35,98.67,99.43,101.11,105.96,14863.61,104.36,110.2,104.4
huatai06-dot-v2,942.33,285.09,170.63,137.17,139.79,126.67,115.82,114.01,109.29,109.59,107.33,106.62,106.72,102.3,605.86,221.88,105.54,104.82,104.33,101.1,105.02,100.14,102.6,99.04,99.83,101.32,106.41,16212.03,104.48,110.27,104.61
huatai07-v16,761.83,228.36,167.52,132.13,135.8,126.38,115.21,113.41,108.89,108.46,107.39,107.03,107.16,104.05,803.24,204.69,106.2,106.57,106.23,102.55,106.2,102.57,104.24,100.89,100.67,102.53,107.62,43425.65,106.38,112.67,107.79
huatai08-dot-v2,956.57,282.46,170.41,136.62,139.48,126.6,115.81,114.24,109.29,109.34,107.27,106.52,106.59,102.2,539.33,221.89,105.45,104.85,104.11,101.11,104.99,100.16,102.65,98.93,99.76,101.42,106.2,15047.67,104.59,110.38,104.55
huatai09-dot-v2,960.97,282.34,170.78,136.85,139.47,126.47,115.63,114.2,109.17,109.29,106.98,106.58,106.52,102.06,507.07,217.68,105.64,104.81,103.97,101.38,105.06,100.13,102.86,99.04,99.61,101.33,106.09,11356.69,105.1,110.25,103.91
huatai12-dot-v2,950.63,282.84,170.42,136.64,139.65,126.68,115.85,114.08,109.28,109.41,107.21,106.52,106.52,102.36,533.14,221.91,105.48,104.88,104.17,101.1,104.98,100.14,102.61,99.07,99.8,101.45,106.31,15226.84,104.62,110.2,104.59
huatai14-dot-v2,835.98,275.88,172.42,139.81,143.72,131.17,119.64,117.45,112.27,112.03,110.16,109.31,109.53,105.12,550.38,223.45,108.78,108.3,107.42,104.58,108.46,103.2,106.45,102.51,102.51,104.72,109.38,10669.75,110.09,114.62,108.52
huataidmasz01-dot-v2,839.86,279.86,176.26,144.25,148.9,138.08,127.14,124.57,119.97,119.8,117.41,116.91,116.86,113.09,589.82,226.69,116.03,115.46,114.65,111.65,115.79,110.84,113.71,109.8,110.12,112.5,117.22,15421.57,116.39,121.74,116.15
huataisz03-dot-v2,867.21,377.34,184.66,147.15,154.99,140.52,127.65,124.76,119.69,119.77,117.51,116.91,116.93,114.06,483.34,227.67,114.23,113.78,113.01,110.24,114.06,109.36,111.74,108,108.45,110.94,114.91,8517.53,114.02,118.83,112.61
huataisz04-dot-v2,830.4,273.77,171.03,138.1,141.61,132.27,123.31,121.18,116.92,117.46,115.24,114.89,114.88,110.9,563,225.27,112.92,112.47,111.97,109.34,112.59,108.39,110.73,107.23,107.66,109.94,114.31,13851.24,112.44,118.29,112.28
