Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
hlsh01-nsq and gfex,739.29,882.78,648.71,759.77,712.01,729.7,636.3,793.23,886.01,61.18,639.58,652.46,592.46,899.15,no data,no data,no data,no data,no data,no data,no data,16.94,549.87,635.37,711.99,783.11,772.91,675.85,788.95,852.02,893.26
