Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
depth01-dot-v2,191.08,228.86,117.34,113.93,108.19,107.88,106.58,103.34,104.78,106.3,100.1,102.42,103.62,109.81,336.25,220.26,192.25,204.88,180.64,201.62,199.51,199.74,144.82,125.29,120.01,113.89,113.56,112.53,110.7,110.57,107.49
dongfangsz02-dot-v2,1125.3,339.84,197.53,197.25,199.98,199.7,212.87,194.37,217.38,199.01,197.67,195.03,193.29,194.92,739.35,321.57,220.27,219.96,214.88,217.42,209.51,214.33,171.05,160.64,158.25,156.45,157.38,165.93,167.11,163.56,169.31
ft100-dot-v2,84.94,233.82,119.27,115.21,109.77,109.5,108.47,105.89,106.37,106.66,99.22,101.39,101.62,107.7,371.84,217.2,188.24,201.32,177.04,198.03,196.29,196.76,141.9,122.53,117.14,111.36,110.59,109.12,106.8,106.95,103.45
ft11-dot-v2,96.35,232.28,119.81,116.3,110.56,110.24,109.53,107.53,108.38,108.34,101.11,103.15,103.89,110.01,342.17,219.56,190.73,204.31,180.18,200.82,198.98,200.31,145.78,126.51,120.47,114.09,114.64,112.81,112.12,110.72,107.42
gfsz01-dot-v2,102.5,272.64,135,127.47,121.95,122.09,122.53,117.92,118.75,116.5,112.35,110.52,114.55,117.37,532.32,267.33,198.48,212.07,187.4,208.11,208.41,207.8,154.87,133.8,128.66,123.41,123.08,120.22,118.49,118.87,115.6
guoxinsz03-dot-v2,102.19,238.46,126.38,122.89,117.09,116.74,115.08,113.74,114.22,114.82,108.2,109.79,110.88,117.24,352.31,222.79,198.19,211.01,188.01,207.41,205.91,206.75,154.09,133.38,127.72,121.28,121.33,119.27,118.4,118.22,114.8
guoxinsz03-dot-v5,102.04,238.89,126.46,123.02,117.28,116.92,116.49,114.12,114.94,115.2,108.42,110.05,111.11,117.29,350.62,227.79,198.59,211.71,188.28,208.06,206.15,207.08,154.26,133.63,127.88,121.43,121.45,119.44,119.11,117.96,114.85
guoxinsz04-dot-v2,92.4,240.38,126.79,122.67,117.3,116.83,115.25,113.73,114.45,114.99,108.33,110.38,110.98,117.46,375.99,227.31,198.57,211.09,188.09,208.02,206.25,206.88,153.39,133.58,128.02,122.03,121.53,120,118.08,118.13,115.34
guoxinsz04-dot-v5,92.19,241.04,127.15,122.75,117.49,117,116.09,113.92,114.84,115.32,108.6,110.61,111.25,117.69,384.12,228.35,199.41,211.22,188.3,208.37,206.6,207.12,153.22,133.67,128.19,122.03,121.76,120.22,118.09,118.15,115.22
guoxinsz05-dot-v2,no data,no data,no data,no data,no data,no data,no data,112.69,113.02,114.36,108.25,109.63,110.39,116.49,284.43,225.17,197.09,210.32,186.99,207.05,205.6,206.61,153.62,132.96,127.08,121.3,120.9,118.99,117.87,117.75,114.55
