Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
depth01-dot-v2,336.94,8901.88,12185.12,301.74,213.05,208.83,197.97,187.39,181.29,177.15,170.19,167.02,160.67,155.17,1395.48,2742.01,137.37,135.36,136.23,134.46,133.27,128.59,130.3,129.39,125.81,125.7,125.89,130.26,129.39,no data,no data
dongfangsz02-dot-v2,394.9,8879.81,11747.39,332.4,256.21,242.58,232.23,219.94,218.76,216.16,212.22,214.37,209.92,205.22,892.73,2860.68,213.39,210.7,210.37,211.6,207.53,205.28,208.07,210.45,208.22,206.69,211.35,222.82,218.34,no data,no data
ft100-dot-v2,146.87,8821.27,11568.61,316.99,213.76,209.14,199.16,189.21,182.19,177.09,168.12,164.6,157.46,151.37,870.97,2738.26,138.93,136.91,137.77,136.07,135.2,130.89,131.8,130.15,125.87,125.54,125.45,129.73,128.7,no data,no data
ft11-dot-v2,213.58,8868.83,12235.19,306.67,214.1,209.76,199.79,189.78,183.48,178.76,170.58,166.64,160.4,154.63,1482.49,2734.8,137.01,135.03,135.94,134.26,133.13,129.05,130.82,130.52,126.08,125.83,126.46,131.05,130.19,no data,no data
gfsz01-dot-v2,232.4,8885.38,12244.26,325.2,233.18,227.4,215.14,203.9,196.73,192.16,183.54,178.97,172.49,167.31,1176.56,2771.08,149.29,146.77,147.53,146.75,144.77,140.72,142.51,141.66,137.12,137.49,137.81,143.58,142.26,no data,no data
guoxinsz03-dot-v2,220.43,8876.21,12240.27,312.65,222.36,218.01,207.79,198.07,192.16,188.27,180.13,175.88,169.37,163.98,1359.77,2752.41,145.6,143.7,144.56,143.26,142.05,137.65,139.26,138.52,134.34,134.64,135.24,139.55,138.77,no data,no data
guoxinsz03-dot-v5,220.43,8880.05,12231.87,314.18,225.19,220.65,210.01,199.8,193.71,189.45,181.16,176.87,170.09,164.67,1444.58,2747.25,146.32,144.34,145.18,143.97,142.73,138.29,139.92,139.05,134.82,135.12,135.48,140.27,139.53,no data,no data
guoxinsz04-dot-v2,298.37,8828.06,11578.8,325.15,222.84,218.11,207.9,198.36,192.31,188.6,180.29,176.11,169.34,164.11,836.42,2746.26,145.85,143.93,144.76,143.46,142.25,137.96,139.45,138.73,134.46,134.86,135.14,139.69,138.48,no data,no data
guoxinsz04-dot-v5,300.63,8845.69,11565.5,326.42,226.02,220.05,209.29,200.14,193.16,189.25,180.83,176.63,169.96,164.56,841.33,2746.53,146.31,144.4,145.34,143.97,142.69,138.34,140.03,139.11,134.87,135.2,135.65,140.21,138.68,no data,no data
guoxinsz05-dot-v2,289.53,8799.25,11644.19,282.17,219.42,215.13,205.8,196.75,190.83,187.11,179,174.9,168.64,163.13,605.88,2760.37,144.92,143.1,143.77,142.97,141.25,137.23,138.87,138,133.91,134.02,134.21,138.41,137.56,no data,no data
guoxinsz05-dot-v5,294.39,8800.84,11644.97,283.31,221.2,216.7,206.76,197.86,191.77,187.79,179.57,175.56,169.18,163.56,606.78,2761.03,145.27,143.44,144.11,143.3,141.59,137.49,139.19,138.3,134.21,134.33,134.56,138.87,137.95,no data,no data
hb01-v16,292.23,9401.17,11735.8,278.4,209.18,203.83,196.07,186.35,181.06,176.24,168.41,164.55,158.59,152.47,342.49,2698.48,133.25,131.68,132.85,130.61,130.16,125.65,127.57,125.97,122.38,122.1,121.89,126.66,125.85,no data,no data
hb02-dot-v2,332.48,8911.35,12146.99,296.77,210.79,207.22,197.58,186.91,181.22,176.36,169.31,165.6,158.81,153.17,1874.72,2749.74,135.29,133.55,134.29,133.31,131.29,127.3,129.4,128.26,124.64,124.07,124.42,129.04,128.7,no data,no data
hb04-dot-v2,143.6,8908.86,12089.39,293.59,213.61,207.99,198.96,188.48,182.09,177.51,169.22,165,158.73,152.99,1227.64,2749.67,135.44,133.46,134.04,132.84,131.56,127.37,129.03,128.12,124.74,124.08,124.54,129.33,128.02,no data,no data
hb04-dot-v5,143.4,8916.44,12081.08,298.57,219.98,212.89,202.19,191.2,183.76,179.48,170.87,166.95,160.3,154.26,1333.12,2748.07,136.69,134.68,135.56,133.8,132.87,128.42,130.35,129.2,125.52,125.53,126.23,131.4,130.41,no data,no data
hb08-dot-v2,140.33,8858.67,11474.74,304.24,210.59,205.94,196.15,186.33,180.21,175.77,167.8,164.06,157.63,151.87,1118.97,2755.47,134.17,132.36,132.95,131.69,130.38,126.4,128.2,127.24,123.39,123.16,123.38,127.59,127.11,no data,no data
hb09-dot-v2,139.93,8850.74,11519.5,308.29,208.46,204.57,195.2,186,179.97,175.46,167.58,163.85,157.38,151.76,1203.01,2749.58,133.98,132.18,132.89,131.62,130.26,126.38,128.19,127.24,123.38,123.01,123.29,127.56,126.99,no data,no data
hb09-dot-v5,140.47,8851.09,11513.66,309.16,210.71,206.13,196.59,187.52,180.77,176.66,168.47,164.9,158.09,152.26,1212.27,2750.2,134.38,132.56,133.45,132.08,130.65,126.68,128.52,127.59,123.76,123.42,123.64,128.14,127.52,no data,no data
hb09-dot-v5_xuxin,143.07,8809.33,11536.6,313.67,214.89,209.9,199.59,188.47,182.03,176.63,168.55,164.47,157.91,151.88,1188.95,2746.33,135.56,133.31,133.69,132.75,131.27,126.67,128.67,127.6,124.09,123.77,125.09,130.66,129.56,no data,no data
hbsz04-dot-v2,152,8862.25,11518.22,317.73,219.66,215.18,205.27,195.46,189.23,184.67,176.27,172.31,165.76,160.07,1111.17,2765.28,142.49,140.61,141.43,140.14,138.7,134.49,136.26,135.38,131.38,131.43,131.5,136.15,135.44,no data,no data
hbsz04-dot-v5,152.27,8854.85,11532.48,324.02,225.39,220.56,208.69,197.74,191.04,186.35,177.6,173.47,166.74,160.94,1114,2766.36,143.37,141.58,142.39,141.32,139.49,135.15,136.94,136.06,132.05,132.12,132.35,137.6,136.77,no data,no data
hbsz06-dot-v2,148.87,8855.04,11509.44,316.57,220.21,215.92,205.26,195.46,189.22,184.66,176.1,172.18,165.68,159.99,1077.17,2762.04,142.41,140.57,141.34,139.83,138.53,134.44,136.24,135.22,131.49,131.47,131.55,136.29,135.62,no data,no data
hbsz07-dot-v2,148.87,8836.12,11567.06,318.93,217.05,212.68,203.32,194.48,188.63,183.84,175.68,171.84,165.3,159.72,1107.98,2763.85,142.02,140.22,141.02,139.55,138.28,134.14,135.91,135.12,131.17,131.06,131.13,135.52,134.98,no data,no data
hbsz08-dot-v2,149.93,8854.73,11528.2,316.81,217.46,212.81,203.66,194.18,188.46,184.13,175.66,172.1,165.28,159.7,1195.14,2757.92,141.85,140.14,140.96,139.53,138.22,134.14,135.95,135.09,131.23,131,131.1,135.45,134.86,no data,no data
hbsz08-dot-v5,149.87,8851.8,11529.21,319.29,222.79,217.34,206.46,195.46,190.33,185.52,177.91,172.79,166.29,161.2,1198.95,2759.47,142.34,140.91,141.97,139.96,139.35,134.65,136.48,135.84,131.63,131.56,132.42,136.55,135.51,no data,no data
hlsz01-dot-v2,350.58,8933.24,12050.75,296.15,220.46,215.62,205.99,196.32,190.32,185.43,177.27,173.28,166.44,160.89,1806.49,2761.81,142.98,141.3,142.12,140.68,139.36,135.22,136.88,135.92,132.46,131.97,132.41,137.52,136.21,no data,no data
hlsz01-dot-v5,346.57,8933.28,12054.8,300.1,224.81,218.8,207.54,197.9,191.62,186.77,178.69,174.76,167.45,161.91,1810.95,2763.21,143.79,142.01,142.74,141.62,140.17,135.87,137.53,136.65,133.09,132.78,133.34,138.34,137.22,no data,no data
hlsz02-dot-v2,177.82,8915.49,12086.66,298.69,221.27,216.2,206.73,197.06,190.7,185.92,177.39,173.3,166.85,161.32,1480.34,2743.09,143.48,141.62,142.59,140.82,139.39,135.51,137.23,136.38,132.61,132.5,132.61,137.96,136.28,no data,no data
hlsz02-dot-v5,149.73,8905.35,12140.1,308.01,228.04,221.57,210.48,199.17,192.67,187.54,178.45,175.01,167.41,161.86,1280.7,2756.32,143.99,142.44,143.32,141.96,140.33,135.91,137.79,136.98,133.61,132.73,133.37,139.04,137.54,no data,no data
hlsz03-dot-v2,158.67,8910.1,12092.42,300.92,221.14,215.57,206.73,196.92,190.63,185.91,177.29,173.24,166.7,161.04,1267.02,2757.62,143.5,141.64,142.46,141.08,139.71,135.51,137.24,136.22,132.74,132.29,132.55,137.91,136.47,no data,no data
hlsz05-dot-v2,152.6,8903.09,12152.01,304.56,223.66,217.71,206.93,196.93,190.34,185.72,177.32,173.2,166.75,161.04,1286.12,2754.17,143.41,141.44,142.31,140.86,139.44,135.34,137.11,136.12,132.57,132.18,132.64,137.28,136.17,no data,no data
hlsz06-dot-v2,159,8876.55,12209.71,310.67,222.05,217.26,207.16,197,191.18,186.21,177.51,173.64,166.99,161.33,1443.61,2747.45,143.48,141.61,142.71,140.74,139.85,135.8,137.25,136.37,132.52,132.62,132.67,137.85,136.69,no data,no data
hlsz07-dot-v2,158.67,8870.22,12230.34,310.63,221.26,216.79,206.92,196.76,190.98,186.28,177.71,173.62,166.76,161.45,1591.81,2760.7,143.5,141.64,142.53,140.78,139.45,135.48,137.37,136.23,132.44,132.49,132.57,137.93,136.6,no data,no data
hlsz08-dot-v2,149.73,8870.3,12225.13,308.63,222.26,217.3,205.96,196,190.32,185.26,176.99,173.21,166.27,160.9,1551.37,2752.98,142.91,141.05,141.98,140.31,138.92,134.97,136.74,135.89,132.03,131.96,132.07,136.66,135.95,no data,no data
hlsz09-dot-v2,193.68,8927.29,12051.6,296.92,221.58,216.07,206.64,196.88,190.77,185.99,177.66,173.65,166.85,161.18,1742.33,2768.63,143.45,141.58,142.43,140.95,139.68,135.53,137.24,136.19,132.68,132.36,132.69,138.03,136.83,no data,no data
ht02-dot-v2,351.78,8908.83,12099.92,296.51,214.28,208.61,198.4,188.84,182.06,177.86,170.46,165.36,159.47,153.84,1108.25,2772.86,141.05,137.73,137.92,136.18,135.52,131.03,132.34,132.62,128.89,126.89,128.3,134.4,132.61,no data,no data
ht03-dot-v2,322.42,8536.26,11993.39,290.78,214.82,210.21,199.49,189.73,183.32,179.4,170.73,166.56,160.37,154.37,1683.2,2757.94,137.68,135.08,135.65,135.39,132.98,129.01,131.11,130.39,127,125.56,126.46,131.57,129.55,no data,no data
htsz01-dot-v2,152.27,8947.42,12089.27,304.67,231.18,221.68,211.24,201.56,195.26,190.61,182.3,177.98,171.3,165.67,1544.45,2771.31,149.74,146.84,147.22,146.24,144.41,140.19,142.04,141,137.83,137.16,138.12,144.32,143.4,no data,no data
htsz02-dot-v2,362.05,8951.26,12111.41,307.45,226.84,223.91,213.04,201.36,195.44,190.41,181.37,177.89,171.18,166.88,1434.47,2754.25,149.28,146.86,147.55,145.92,144.53,140.42,142.26,141.26,137.74,137.3,138.02,144.27,145.28,no data,no data
htsz05-dot-v2,350.05,8933.93,12173.65,313.58,227.44,222.44,211.55,201.33,194.68,189.88,181.46,177.79,171.17,165.43,1477.2,2753.33,149.16,146.75,147.56,146.14,144.76,140.29,142.01,141.42,137.77,137.66,138.2,143.69,141.99,no data,no data
htsz06-dot-v2,152.27,8821.47,11597.34,330.53,226.72,221.43,210.85,200.59,193.96,189.65,181.01,177.13,170.82,164.84,1011.84,2770.82,148.84,146.36,146.86,145.7,143.75,139.6,141.48,140.67,137.06,136.83,137.51,143.39,142.19,no data,no data
huatai01-dot-v2,145.8,8883.92,12218.09,300.25,210.71,206.47,197.17,186.99,180.96,176.37,168.34,164.52,157.78,152.25,1284.86,2746.42,134.83,132.86,133.6,132.47,130.77,126.87,128.68,127.76,123.92,123.59,124.06,128.48,127.54,no data,no data
huatai02-dot-v2,154,8841.98,12205.95,314.09,227.42,220.82,207.08,193.86,185.16,180.7,171.3,167.16,160.27,154.36,1459.44,2740.77,137.58,134.89,135.69,134.24,133.25,128.61,130.27,129.16,125.58,125.6,126.21,131.5,130.13,no data,no data
