Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
depth01-v2_quotation,2339.5,2360.6,2328.72,2308.82,2336.52,2358.04,1461.71,2380.12,1390.78,2423.32,1498.25,2460.92,1763.68,1611.49,2671.77,2134.82,2157.41,1978.39,2113.95,2266.59,1850.56,2244.07,1450.95,2339.53,1407.91,2294.33,1421.96,2340.87,2293.53,2375.66,2312.29
ft11-v2_quotation,2341.97,2362.87,2331.01,2311.24,2338.87,2360.48,1464.76,2384.04,1393.7,2425.11,1499.25,2461.63,1764.02,1611.67,2671.3,2134.24,2169.51,1968,2113.39,2265.97,1850.58,2244.51,1451.8,2340.48,1407.87,2295.11,1421.15,2337.09,2294.14,2376.24,2315.8
hlsz11-v2_quotation,1009.3,1049.44,828.74,790.16,791.44,738.14,680.85,654.96,647.88,864.09,752.24,615.9,695.67,744.3,2056,843.46,639.93,659.02,714.39,725.66,771.24,716.26,935.06,995.39,761.83,711.98,688.82,774.7,760.06,725.16,703.3
huatai01-v2_quotation,2338.7,2359.97,2328.46,2308.56,2336.38,2357.53,1461.71,2381.91,1391.15,2422.56,1496.68,2459.11,1761.49,1609.36,2668.57,2131.77,2166.98,1965.25,2110.71,2263.32,1847.61,2241.96,1449.27,2337.92,1405.42,2292.73,1418.52,2334.48,2291.46,2373.66,2313.2
huatai05-v2_quotation,2338.58,2359.44,2327.8,2307.98,2335.79,2357.25,1461.44,2381.07,1390.81,2419.88,1496.48,2458.96,1761.3,1609.16,2668.38,2131.33,2166.64,1965.04,2110.55,2263.13,1847.46,2241.83,1449.03,2337.72,1405.25,2292.5,1418.31,2334.12,2291.32,2373.46,2313.03
huatai09-v2_quotation,2338.83,2360.01,2328.47,2308.58,2336.44,2357.54,1461.7,2381.93,1391.11,2422.83,1496.69,2459.18,1761.52,1609.35,2668.57,2131.78,2166.94,1965.25,2110.73,2263.32,1847.61,2241.97,1449.24,2337.95,1405.45,2292.72,1418.53,2334.46,2291.52,2373.7,2313.29
huatai12-v2_quotation,2338.81,2360,2328.46,2308.55,2336.42,2357.49,1461.7,2381.88,1391.09,2422.55,1496.68,2459.15,1761.5,1609.33,2668.55,2131.77,2166.94,1965.19,2110.68,2263.32,1847.6,2241.98,1449.23,2337.89,1405.43,2292.71,1418.51,2334.43,2291.43,2373.6,2313.17
huataisz05-v2_quotation,1008.67,1048.66,828.04,789.25,790.49,737.21,679.74,654.16,647.08,863.31,751.53,615.15,694.78,743.44,2055.71,849.32,637.65,658.19,713.81,725.86,770.41,712.13,934.19,995.02,757.86,707.76,684.66,772.6,759.77,726.84,702.54
